accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,fpr_macro,fpr_attack_positive,auc,auc_attack_positive,loss,seed,model,variant,dataset,seq_len,leakage_protocol,split_policy,record_order,training_seconds,hidden_channels,focal_gamma,dropout,learning_rate,_path,relative_path,family
0.7905810288960895,0.8247290141971872,0.8128277117897502,0.7900941733289939,0.8448665763363675,0.7905810288960895,0.7886946318416469,0.18717228821024975,0.02648119526017516,0.9655641646924895,0.9655641646924895,,44,xgboost,full,nsl_kdd,16,clean,default,original,16.665078915655613,,,,,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/xgboost/seed_44/metrics.json,main/nsl_kdd/xgboost/seed_44/metrics.json,main
0.7923121310311154,0.8256687052584025,0.8143232373097454,0.7918668924640142,0.8456646989187732,0.7923121310311154,0.7905341678087467,0.18567676269025457,0.026687274600721272,0.9671518626686245,0.9671518626686245,,45,xgboost,full,nsl_kdd,16,clean,default,original,16.506734430789948,,,,,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/xgboost/seed_45/metrics.json,main/nsl_kdd/xgboost/seed_45/metrics.json,main
0.7904478671933952,0.8244425070777697,0.8126480914038368,0.7899669821561406,0.8445428448596397,0.7904478671933952,0.7885756273962176,0.1873519085961632,0.026996393611540437,0.9660232874154366,0.9660232874154366,,46,xgboost,full,nsl_kdd,16,clean,default,original,16.900587126612663,,,,,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/xgboost/seed_46/metrics.json,main/nsl_kdd/xgboost/seed_46/metrics.json,main
0.7900927693195438,0.8241083370857725,0.8122985849240043,0.7896092762329141,0.8442058093083273,0.7900927693195438,0.7882129661058795,0.18770141507599575,0.027305512622359602,0.9645404369640516,0.9645404369640516,,42,lightgbm,full,nsl_kdd,16,clean,default,original,10.84652654826641,,,,,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/lightgbm/seed_42/metrics.json,main/nsl_kdd/lightgbm/seed_42/metrics.json,main
0.7900039948510809,0.8242641106461963,0.8122832583354948,0.7895094632801614,0.8444144597250131,0.7900039948510809,0.7880969688024161,0.18771674166450525,0.026790314270994327,0.9653385524886844,0.9653385524886844,,43,lightgbm,full,nsl_kdd,16,clean,default,original,10.882043719291687,,,,,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/lightgbm/seed_43/metrics.json,main/nsl_kdd/lightgbm/seed_43/metrics.json,main
0.7896488969772294,0.824096903229169,0.8119838736166699,0.789144393094575,0.8442816358047466,0.7896488969772294,0.7877164914521078,0.18801612638333004,0.026687274600721272,0.9637573868933924,0.9637573868933924,,44,lightgbm,full,nsl_kdd,16,clean,default,original,10.524359337985516,,,,,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/lightgbm/seed_44/metrics.json,main/nsl_kdd/lightgbm/seed_44/metrics.json,main
0.7894269608060722,0.8238827463299808,0.8117638657617432,0.7889210054337642,0.8440644543204167,0.7894269608060722,0.7874902939140647,0.18823613423825689,0.026893353941267382,0.9641696741330253,0.9641696741330253,,45,lightgbm,full,nsl_kdd,16,clean,default,original,10.614121064543724,,,,,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/lightgbm/seed_45/metrics.json,main/nsl_kdd/lightgbm/seed_45/metrics.json,main
0.7896045097429979,0.8240289890635812,0.8119323537815334,0.7891008169866615,0.8442075177237766,0.7896045097429979,0.7876739162536793,0.18806764621846656,0.026790314270994327,0.9660701871780212,0.9660701871780212,,46,lightgbm,full,nsl_kdd,16,clean,default,original,10.816675215959549,,,,,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/lightgbm/seed_46/metrics.json,main/nsl_kdd/lightgbm/seed_46/metrics.json,main
0.9352746091329859,0.9344068719188563,0.9387293721268782,0.9350319316284836,0.938630197007101,0.9352746091329859,0.9354345611514571,0.061270627873121764,0.02720021630390699,0.9912020487103448,0.9912020487103448,0.033764285694921216,42,ms_atcn,full,unsw_nb15,16,clean,default,original,120.97105035930872,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/unsw_nb15/ms_atcn/seed_42/metrics.json,main/unsw_nb15/ms_atcn/seed_42/metrics.json,main
0.8938858316022207,0.9013956828516099,0.9024604107176124,0.8938807076233037,0.9100982690488403,0.8938858316022207,0.8939554800918696,0.09753958928238762,0.0129782344193592,0.9894590089316381,0.9894590089316381,0.058660291590987984,43,ms_atcn,full,unsw_nb15,16,clean,default,original,151.64103004336357,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/unsw_nb15/ms_atcn/seed_43/metrics.json,main/unsw_nb15/ms_atcn/seed_43/metrics.json,main
0.9259448230620649,0.9255218649521424,0.9299075493687532,0.9257183742187101,0.9302734549165075,0.9259448230620649,0.926134252875582,0.07009245063124685,0.031012572664593754,0.9893250151577232,0.9893250151577232,0.037866888829910295,44,ms_atcn,full,unsw_nb15,16,clean,default,original,142.66134405136108,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/unsw_nb15/ms_atcn/seed_44/metrics.json,main/unsw_nb15/ms_atcn/seed_44/metrics.json,main
0.9045397669983114,0.9112442392116145,0.9128479063887727,0.9045289798015447,0.9197272208039202,0.9045397669983114,0.9046318834945867,0.0871520936112273,0.005218331756117345,0.9962760914768652,0.9962760914768652,0.038718181339371285,45,ms_atcn,full,unsw_nb15,16,clean,default,original,159.22246750444174,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/unsw_nb15/ms_atcn/seed_45/metrics.json,main/unsw_nb15/ms_atcn/seed_45/metrics.json,main
0.916566444355358,0.9182033321880106,0.9222513870627603,0.9164492468547939,0.9244679368368651,0.916566444355358,0.9167665506294317,0.07774861293723964,0.021684466675679328,0.9894394616804033,0.9894394616804033,0.041787274695560934,46,ms_atcn,full,unsw_nb15,16,clean,default,original,131.45517826080322,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/unsw_nb15/ms_atcn/seed_46/metrics.json,main/unsw_nb15/ms_atcn/seed_46/metrics.json,main
0.8821628582188369,0.8866892942059348,0.8892552688141593,0.8821146291006854,0.8942201216295557,0.8821628582188369,0.8823564119530644,0.11074473118584077,0.04080032445586049,0.9691427976535568,0.9691427976535568,0.36329978615342007,42,mlp,full,unsw_nb15,16,clean,default,original,95.94715997576714,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/unsw_nb15/mlp/seed_42/metrics.json,main/unsw_nb15/mlp/seed_42/metrics.json,main
0.9345092751193557,0.933233159798879,0.9349055014194705,0.9339637196152184,0.9348429126445823,0.9345092751193557,0.9345723472272252,0.06509449858052947,0.0611869676896039,0.9842715541741336,0.9842715541741336,0.15911495878572873,42,cnn,full,unsw_nb15,16,clean,default,original,62.551323004066944,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/unsw_nb15/cnn/seed_42/metrics.json,main/unsw_nb15/cnn/seed_42/metrics.json,main
0.9462686929795789,0.9455766808993551,0.9458884647670116,0.9457296356295417,0.9462932452007605,0.9462686929795789,0.9462780890304145,0.05411153523298841,0.0578612951196431,0.9877545662213073,0.9877545662213073,0.14827897869974357,43,cnn,full,unsw_nb15,16,clean,default,original,63.249984569847584,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/unsw_nb15/cnn/seed_43/metrics.json,main/unsw_nb15/cnn/seed_43/metrics.json,main
